edad,experiencia,kilometraje,antiguedad_auto,anio_fabricacion,siniestros_5y,prima_real
40,1,159511,26,1999,0,495.68985233220894
34,16,116378,6,2019,0,329.50637377222694
43,25,81060,26,1999,1,339.3761765895068
25,7,13285,24,2001,0,356.40905407334486
46,9,142045,23,2002,4,677.8035696847355
43,10,122970,13,2012,0,386.066537559298
27,9,22694,8,2017,0,272.7189098209134
43,15,166846,14,2011,0,427.379392051118
51,16,135374,24,2001,2,510.90111591669836
68,25,153463,21,2004,0,310.0928259525525
58,1,4611,17,2008,1,503.0302434145273
24,6,9372,11,2014,1,531.829864142865
21,3,155384,22,2003,0,536.9420476122918
70,22,145152,18,2007,1,393.7828240221564
67,17,80618,12,2013,0,417.89268077410935
62,31,112945,6,2019,0,310.956782030405
28,10,108397,24,2001,2,487.85965030968623
46,2,96213,9,2016,0,351.5588839341827
73,37,20874,29,1996,0,320.3516562465901
53,2,193609,9,2016,0,366.7434661914601
42,24,132669,1,2024,0,255.67365622994913
38,0,11600,13,2012,0,355.1468755447375
74,29,134819,12,2013,0,323.5367864074019
53,31,79415,21,2004,0,300.3749734503325
27,9,155887,28,1997,0,398.04154388514524
54,20,94348,5,2020,1,363.5930994462224
26,8,105736,8,2017,0,269.67583288464596
41,23,24714,12,2013,0,316.5146701505039
52,34,149962,8,2017,0,248.595898521322
66,6,192581,12,2013,0,429.1629924270936
52,21,192896,4,2021,2,390.49543511168764
65,9,135797,13,2012,0,330.89778840576133
53,35,174277,4,2021,0,266.592073484678
35,14,151756,8,2017,1,362.9932686095742
66,14,188983,7,2018,0,330.9018888954974
56,3,111573,6,2019,2,466.63529384643147
49,31,13092,7,2018,2,372.36317330134085
41,22,95918,21,2004,0,323.40066222450514
40,5,170842,2,2023,1,383.2906797116089
49,23,25457,22,2003,1,306.5120726592693
54,19,71667,23,2002,0,385.01884176868
29,11,90751,14,2011,0,352.99750006285257
66,19,62894,7,2018,0,308.3572207931447
72,11,61305,0,2025,0,293.03811934206
30,12,143684,6,2019,1,384.3267907726351
40,22,168161,18,2007,1,437.9998603527359
42,7,52137,1,2024,0,331.1391268711311
52,0,559,13,2012,0,422.06168996348777
58,36,66249,17,2008,1,331.320744440526
47,21,37361,29,1996,3,508.9551763379219
34,5,80720,14,2011,3,560.0229910485124
66,20,15261,13,2012,1,397.540513135785
37,19,20372,23,2002,1,389.94431716369644
65,34,55355,24,2001,0,326.7911508224463
42,14,98560,18,2007,0,342.7248983926434
39,4,188992,29,1996,0,443.69637931735815
30,5,163616,18,2007,0,429.6721809636048
36,18,37,21,2004,1,434.14625800354463
66,39,174104,26,1999,0,354.5860901857045
53,28,41420,25,2000,0,347.0529684413069
29,6,97243,16,2009,0,354.9113645328505
58,39,129380,21,2004,0,289.3768276151339
36,12,34600,27,1998,0,333.3121688839906
29,11,179357,18,2007,0,401.458281403726
26,8,193080,26,1999,1,474.14516406486126
24,1,89520,15,2010,0,530.8894029442944
45,7,5167,19,2006,0,310.8689399421153
31,10,432,24,2001,1,438.4006785664486
48,30,69687,18,2007,0,308.5495853166583
69,37,71947,0,2025,0,287.9982482682255
36,18,96324,18,2007,0,320.09507633144017
64,19,50903,6,2019,0,358.9810284739382
33,11,185221,28,1997,0,386.92487711754086
70,30,187840,22,2003,0,329.0235807820205
22,4,191256,10,2015,0,514.3855803640959
52,31,65792,4,2021,0,295.7417467663789
29,9,33439,29,1996,2,502.022299831177
42,2,164329,16,2009,1,516.6358727579423
69,26,175746,10,2015,1,390.6800249646762
38,20,51248,23,2002,1,403.65419240721656
53,30,176443,25,2000,0,341.06716688531816
70,14,199068,7,2018,0,263.73739831477315
40,15,168369,9,2016,0,316.07848121210037
33,12,185345,11,2014,0,365.38956876271413
74,34,192328,9,2016,0,310.5182350624716
56,10,34743,12,2013,1,398.25011019455263
62,20,199824,25,2000,0,330.85195731286535
70,10,79803,17,2008,0,352.3153101748052
59,29,75117,9,2016,0,262.48712003369036
56,34,22076,18,2007,0,288.64349447007413
31,13,87483,19,2006,1,416.6257904953506
48,30,134035,16,2009,0,257.1077846651142
22,4,119217,19,2006,1,639.61379407387
52,13,144938,15,2010,1,408.5159234480201
40,22,104504,4,2021,0,261.9809677682987
46,28,163377,2,2023,0,325.5840032281619
60,35,193475,29,1996,0,325.4753803284228
28,10,105649,26,1999,0,352.7596808994945
35,14,126244,14,2011,2,479.11449230810996
64,34,32813,25,2000,1,469.0784172933499
29,2,66729,1,2024,1,446.6519868708734
26,8,191758,12,2013,1,421.1562960237709
27,4,4512,21,2004,1,549.3663347161681
61,20,153738,7,2018,0,361.2898087397713
34,9,147702,22,2003,0,346.34885285275055
55,18,117907,26,1999,0,331.88016945458236
24,6,131708,29,1996,0,391.45870061471186
63,3,134847,16,2009,2,592.5161367959438
30,12,199029,3,2022,0,309.74530874249683
57,18,64591,18,2007,1,387.6009492718047
59,1,11351,21,2004,0,437.26228603211916
26,8,115400,24,2001,2,529.3471409612742
67,24,120533,8,2017,0,255.71180931697864
44,19,103627,22,2003,1,438.17680380996376
19,1,186256,14,2011,1,689.4665738512808
22,4,128381,27,1998,1,631.7648559793581
46,23,95707,8,2017,1,299.4413673850745
54,10,81678,23,2002,0,338.6295325789696
55,33,73309,20,2005,1,339.7008747408354
36,18,10778,8,2017,0,263.3220795603423
25,4,143573,13,2012,1,512.3482568410905
65,4,112713,22,2003,1,481.0713326690613
62,20,133180,20,2005,0,317.5475102144295
18,0,36382,15,2010,0,481.21473477549756
39,3,75787,23,2002,1,451.38787253475186
69,19,23341,22,2003,1,355.3077764646229
34,16,145439,24,2001,0,348.32834394736005
24,6,119967,25,2000,1,438.6772556090308
42,13,131066,16,2009,1,428.1395751144875
62,10,143074,12,2013,2,496.9282394047489
21,3,85820,8,2017,0,447.0262562583643
53,10,59949,14,2011,0,347.2240212015497
23,5,146772,6,2019,0,366.43919562665656
48,26,62543,0,2025,0,276.75576982472796
36,17,160390,0,2025,0,336.40700799877527
61,22,27610,4,2021,0,309.04534090439665
71,10,65226,23,2002,0,390.98487292987613
56,20,45167,8,2017,0,345.0658265144458
44,4,159011,11,2014,1,522.5479837860023
27,9,192437,5,2020,0,352.73175529216667
43,24,67381,27,1998,1,387.7819241367915
36,9,46710,12,2013,1,394.5313564308905
56,21,16766,25,2000,0,283.90939568067785
20,2,102416,27,1998,1,609.6989854088331
62,0,12780,7,2018,0,328.17349735313144
30,6,48458,14,2011,1,372.3215619413019
67,3,56221,5,2020,0,374.9214626007606
45,0,1509,26,1999,0,414.9819743297109
37,14,89493,5,2020,0,300.82759054870655
45,27,165418,3,2022,0,324.80090203150985
25,7,116850,10,2015,1,354.12376840490504
58,21,177946,20,2005,0,366.4610086512847
56,21,157220,29,1996,0,319.38069946218684
18,0,31533,17,2008,0,495.14348148817186
20,2,108144,2,2023,2,630.4196434766313
30,12,122402,2,2023,0,363.63947789202894
45,19,78467,29,1996,1,452.5620702047889
74,32,1359,11,2014,0,343.44070647780507
66,14,119119,26,1999,0,303.84175948354334
42,11,191385,20,2005,1,459.7531138165089
73,39,20344,29,1996,1,397.23320261890166
50,19,118499,20,2005,3,614.5598340215269
55,29,69778,5,2020,0,219.48816920065997
70,37,20601,20,2005,0,332.42878098940633
23,2,150188,27,1998,2,828.8812074569105
61,27,188057,5,2020,0,310.55226647277215
62,25,101013,7,2018,0,229.4904657050542
49,29,30782,14,2011,0,318.0977586680188
62,12,111095,17,2008,0,357.86467663880006
64,12,180891,19,2006,0,384.8335366921351
38,1,97123,28,1997,0,393.45100590442956
33,15,44458,15,2010,1,389.73464547417234
71,37,124225,5,2020,0,283.6849838104066
38,1,139152,27,1998,1,476.50902733092175
28,10,165029,20,2005,0,359.8934859118256
54,25,144980,16,2009,0,306.3106907627526
53,10,96188,8,2017,0,304.7931040833564
52,7,121292,18,2007,0,376.1620423243371
36,18,90570,17,2008,0,309.1182489757208
37,19,123791,24,2001,0,306.1540304512141
74,19,178554,22,2003,0,368.0371621849627
35,7,125291,4,2021,0,245.99448438887865
64,28,98375,27,1998,1,390.1967794018754
58,39,38314,5,2020,1,264.19264852712627
66,25,108880,11,2014,0,331.7212055134423
31,13,100326,10,2015,1,393.2702230966442
32,14,146903,15,2010,0,352.7912452679936
48,19,121026,19,2006,1,358.28043148440685
18,0,151197,16,2009,0,572.4337322163954
70,6,62451,19,2006,0,321.0977933007564
71,15,45708,8,2017,0,263.93989982382925
71,26,17682,0,2025,3,449.3829927889669
20,2,102406,25,2000,1,644.0058260219016
33,15,166866,2,2023,0,368.57077339437365
40,8,59372,20,2005,1,405.456286371517
74,34,39477,22,2003,1,377.75824209522006
28,10,184935,8,2017,1,445.9607643729155
29,11,169809,21,2004,0,442.3586553335555
27,9,133692,18,2007,0,377.41112049534496
49,30,166129,12,2013,0,331.0512516529194
33,7,171210,22,2003,0,379.7176552090801
25,7,53024,13,2012,1,408.654137348679
55,30,140749,19,2006,0,331.6689370141539
29,11,175183,18,2007,0,354.91029715099586
41,19,155146,29,1996,0,389.13999543942305
45,27,17824,22,2003,2,444.4913496785864
70,11,131837,26,1999,0,356.51251576794573
25,7,176511,26,1999,1,424.72814127387045
45,27,97151,6,2019,0,277.41610198879897
53,28,48926,3,2022,0,323.07893238789524
43,18,167932,11,2014,0,365.79142328569304
25,7,12975,22,2003,0,352.79213239972387
67,33,74877,26,1999,0,255.23898762643188
45,6,77870,13,2012,1,421.586832505266
45,27,81371,1,2024,0,276.49707918512655
54,19,157620,0,2025,0,333.4942223187597
58,37,100970,27,1998,0,332.4109358775644
53,23,98066,17,2008,0,302.1288979782833
44,9,169808,19,2006,1,490.69204609241064
71,31,61562,7,2018,1,297.50606840223645
34,14,40409,2,2023,1,403.29850597345853
26,8,9834,25,2000,0,351.3796524515967
50,19,102192,5,2020,1,357.8507876132723
70,2,840,21,2004,1,453.84598181881296
37,19,31568,12,2013,3,518.709030889589
30,12,10846,8,2017,0,310.5251842327392
45,7,136971,8,2017,3,458.4957570577437
65,39,86038,19,2006,1,402.45158239971136
46,22,197173,8,2017,0,305.6230725508825
30,12,169845,14,2011,0,336.74956993308354
63,10,129789,12,2013,0,367.83259816826194
52,7,107460,21,2004,1,409.1276674194532
23,5,74723,15,2010,1,516.1272009251428
35,17,104194,1,2024,0,331.337568136244
68,9,111417,25,2000,0,303.1710068099489
22,4,135383,13,2012,0,483.7609668111718
64,27,56888,26,1999,0,320.26738592624275
42,24,41616,5,2020,2,327.03692080625063
19,1,183206,1,2024,0,476.7855697011807
27,9,6083,7,2018,0,329.35379399954803
73,35,143670,3,2022,1,320.7381265959331
47,29,82476,20,2005,0,269.26709679459117
67,25,92416,23,2002,0,316.1729289164152
62,21,2580,13,2012,1,360.4534916982212
22,3,122834,10,2015,0,428.931272848867
72,30,112148,23,2002,2,541.3937422313045
73,17,188467,27,1998,0,396.7448365314403
50,32,42321,13,2012,2,426.196138640225
71,23,9386,11,2014,1,399.54916541570685
18,0,53171,15,2010,0,508.770397766996
35,17,150594,5,2020,0,314.45592692234914
49,1,196604,19,2006,1,555.4633801216427
64,30,145707,0,2025,0,285.26070240570624
66,10,131743,11,2014,0,372.77233802107713
28,10,33545,6,2019,1,402.70996740727173
38,20,185151,7,2018,1,431.6251656153797
43,4,26855,8,2017,0,385.6971034129214
42,24,35790,1,2024,0,298.7780237601806
39,9,51012,16,2009,0,380.54100024807025
44,26,117827,19,2006,0,331.79477965581793
66,23,14260,12,2013,0,262.9379808918288
30,12,196211,4,2021,0,344.9293443559018
50,22,1074,9,2016,1,365.3093137664648
51,16,173748,11,2014,1,431.3154248124902
58,0,140547,16,2009,0,402.2383451924555
52,30,146192,20,2005,1,370.7969117455059
18,0,154219,5,2020,0,500.70312184351627
38,20,1986,2,2023,1,343.34696176142495
65,8,163502,27,1998,0,381.2178634302104
72,21,55479,14,2011,0,325.89756869082737
23,5,130833,6,2019,0,314.6917719720507
45,24,2176,29,1996,0,312.7433053986466
34,16,84258,5,2020,1,348.52267637861974
22,4,115188,3,2022,0,398.7936129717789
48,30,84153,18,2007,0,327.4259906417679
22,4,192990,4,2021,1,603.338749507993
55,14,158187,2,2023,0,334.9478774635915
20,2,77442,25,2000,1,639.3145590453214
70,14,40002,24,2001,0,354.63749771072463
40,22,57124,8,2017,0,247.8630499464507
54,12,137682,5,2020,1,381.6894843413157
70,16,49752,12,2013,0,371.82712539635
54,31,78947,26,1999,0,277.92577759480395
27,8,118972,21,2004,0,371.4154372258943
27,9,74716,27,1998,1,405.4938036577524
36,18,179065,29,1996,0,397.88463133328753
34,16,10073,19,2006,0,349.5585563383091
38,20,37251,3,2022,2,414.8392785895578
31,13,96496,1,2024,1,376.1763040195386
26,8,38897,25,2000,0,335.00597009526234
63,12,181978,3,2022,0,362.40878274364326
18,0,51616,7,2018,0,487.3419350229127
68,8,4482,12,2013,1,397.58778430435206
62,11,107990,9,2016,0,294.98316091953217
30,12,170646,17,2008,0,368.2756607697628
21,3,43284,8,2017,0,461.25765770231874
18,0,72932,29,1996,0,556.8016864611952
66,34,7338,0,2025,0,219.97293072155193
57,17,173790,12,2013,1,412.85091275478436
49,15,143572,17,2008,1,411.49422971442914
51,33,142617,14,2011,2,440.277908851715
45,3,61480,1,2024,0,331.76120591590256
48,24,136313,10,2015,0,275.4222064598502
25,7,153893,28,1997,0,357.27129998831515
56,38,4695,13,2012,0,297.09667711091583
43,12,14318,21,2004,0,383.08887661750214
51,16,50934,14,2011,1,403.706006608209
71,36,153403,13,2012,0,330.7282554012416
71,5,121282,15,2010,0,348.9528562800117
20,2,183744,22,2003,0,602.018721060742
67,12,91891,28,1997,1,412.7093303110722
29,11,68754,14,2011,1,397.2527683069983
18,0,85677,18,2007,0,534.8737616142752
71,30,102320,26,1999,0,334.8820699410572
61,3,133909,8,2017,1,466.33984378798846
22,4,125261,4,2021,0,448.93012039134493
47,7,105338,4,2021,0,314.2552547068226
47,24,40077,10,2015,1,347.7117483055801
74,12,79915,27,1998,0,350.4558873976507
34,16,135311,19,2006,0,384.58324007013465
65,37,29669,24,2001,2,454.24152481517774
64,37,48624,23,2002,1,429.08597248921103
40,22,75147,27,1998,0,338.0313157368076
32,14,135222,3,2022,2,362.19871210257173
54,2,142181,19,2006,0,402.0488358876678
38,20,157088,17,2008,1,406.8646455072934
31,2,143008,24,2001,1,477.63538095533045
19,1,142108,2,2023,0,438.8591361200433
28,10,170308,3,2022,0,356.0617807513145
68,21,145093,13,2012,0,297.3103243459955
56,31,36943,6,2019,0,311.8262476384467
55,37,113694,25,2000,0,290.44406470723936
51,7,181088,7,2018,2,453.3456539134829
55,7,154316,23,2002,0,342.3086940008896
67,5,194099,15,2010,0,422.83644226438275
51,13,123351,19,2006,0,392.35010086016104
35,17,38985,14,2011,0,341.0362537465751
47,29,132574,6,2019,0,225.58002663909926
32,9,53836,25,2000,0,338.7543856865636
44,2,99714,16,2009,0,420.9646430449059
68,11,3770,21,2004,0,325.95412870075245
51,30,42865,21,2004,1,443.1255607870387
69,28,53811,21,2004,4,613.6602439689183
74,4,4001,11,2014,0,361.53536281563754
55,24,60848,17,2008,0,275.8858892029228
50,30,52635,23,2002,3,510.561685356062
41,20,20946,13,2012,1,381.8436491978181
32,14,197206,14,2011,0,384.98715478374766
47,29,95852,14,2011,1,372.9211298014874
72,21,91103,4,2021,1,322.81296522606146
59,3,43744,15,2010,1,527.3639994045903
68,12,117729,4,2021,3,534.2225813826773
34,16,170231,1,2024,1,407.8823258390575
22,4,23671,19,2006,0,481.137621146713
46,16,147522,27,1998,0,349.3165687995523
21,3,145980,24,2001,1,603.4754682059672
27,9,188347,8,2017,1,455.7682041522482
73,0,175430,21,2004,0,476.1948455340881
34,14,180119,26,1999,1,467.47558329732703
27,9,166590,8,2017,1,415.4881774050095
34,16,57813,3,2022,0,298.84910079282145
37,19,96748,14,2011,0,382.56165274674237
41,7,137878,10,2015,0,282.87332999342243
22,4,104733,0,2025,0,478.8011281701523
51,22,171963,17,2008,0,389.3100821094853
23,5,126865,28,1997,0,406.831541344498
70,7,83551,0,2025,0,310.12970393081895
19,1,129335,7,2018,0,462.4966128488714
30,12,39220,24,2001,1,381.76455745189935
60,38,17158,15,2010,1,331.5305554287037
60,36,80992,25,2000,1,345.12006391331545
65,27,158660,27,1998,0,339.9877450817106
28,10,62576,21,2004,1,426.56600780750466
68,15,88027,17,2008,2,471.91136302859854
64,1,155260,21,2004,1,604.3992600738742
74,17,58830,8,2017,0,330.78527900581116
40,16,135091,11,2014,0,358.5803752848019
72,29,12419,18,2007,1,359.68657983970706
33,15,33697,24,2001,1,416.0949482488286
48,12,84932,17,2008,0,378.0466395016965
28,10,119712,26,1999,1,441.60041416626757
71,28,95428,4,2021,1,351.27595047088016
33,15,139045,26,1999,0,335.8900266326039
25,7,86649,1,2024,0,284.31317513120024
21,3,122649,6,2019,1,497.17875098774806
57,20,11136,26,1999,0,360.8563528136689
21,3,84739,9,2016,0,404.444286143118
73,20,62502,14,2011,0,344.53468890559884
42,16,162357,24,2001,0,366.89210835926775
20,2,23039,6,2019,0,456.67394587027417
49,18,66720,27,1998,1,448.96660351479
20,2,123168,4,2021,1,580.6095182364177
44,8,88263,14,2011,0,366.07157173063825
46,9,59155,19,2006,0,322.0723978522281
49,30,16911,27,1998,1,371.92998546845587
67,22,916,19,2006,0,284.28707721757496
68,29,59052,14,2011,0,290.8736365278496
36,18,17790,9,2016,1,374.4725467417426
38,8,136278,23,2002,2,453.77371278332635
22,0,121937,25,2000,0,503.8678046282553
35,17,85053,28,1997,0,312.9064289376448
45,10,49950,25,2000,0,364.74891675611843
59,33,116211,13,2012,0,299.6835292148394
39,15,56361,25,2000,0,278.5095313192218
38,8,61451,25,2000,0,394.0092297121074
23,5,37696,9,2016,0,405.40131364937116
18,0,199298,16,2009,0,508.7908530108974
22,4,102395,20,2005,1,643.0449383059561
58,32,124121,13,2012,1,418.2809092054751
29,11,46728,1,2024,0,294.4062017095142
43,7,55401,15,2010,0,349.4709337903205
63,7,197298,12,2013,0,369.93851673623874
51,26,25103,26,1999,0,326.09217736097077
66,11,165335,8,2017,2,492.9952128223047
31,0,50044,6,2019,0,324.26720513401216
43,25,57730,15,2010,0,289.3151337953379
62,10,25825,9,2016,0,303.0494124884542
44,26,37271,23,2002,0,319.8065557576444
26,8,77256,21,2004,0,357.22368888527507
43,16,177804,8,2017,0,324.22439306787334
74,32,66433,21,2004,0,284.0382218388155
64,31,101999,22,2003,0,340.05786211511577
74,28,23572,6,2019,0,233.35056419118754
39,20,38546,15,2010,0,330.23170879805866
64,20,146222,8,2017,1,360.53438768042497
73,39,54165,26,1999,3,511.3541699799592
47,22,63690,23,2002,1,363.8438843646009
60,5,184736,28,1997,0,402.0922669749639
65,21,36948,16,2009,0,348.0236608608866
34,16,168102,19,2006,3,588.5152087634032
43,25,27007,6,2019,2,389.74715111655263
53,7,100819,10,2015,0,307.3851129108771
18,0,91207,7,2018,0,439.76993345566353
25,7,76772,6,2019,0,242.81337955220692
66,23,22024,27,1998,0,321.12567279644867
52,20,170456,18,2007,1,469.32194003115524
69,1,82912,19,2006,0,446.6184403686271
32,14,149229,11,2014,0,334.9488115091453
64,18,85481,6,2019,2,399.988041524107
73,38,88553,7,2018,1,296.56305240022147
39,21,132828,6,2019,0,180.0537852452876
31,13,199184,5,2020,0,317.8584884645304
43,5,102488,24,2001,1,496.9949246737198
45,18,96741,8,2017,1,398.1282358073198
40,22,189123,26,1999,0,311.7844581708268
31,13,195667,12,2013,1,439.95943849725694
41,1,78210,6,2019,1,416.3691216950431
19,1,174166,7,2018,0,536.9559673403421
62,36,135607,21,2004,0,377.2360301631363
43,3,187107,16,2009,0,458.0938826096983
31,13,47367,16,2009,1,421.91008034048104
73,25,148190,15,2010,0,326.11177873678
68,35,190884,21,2004,0,341.0743459833725
24,6,59884,1,2024,1,458.4595272808327
20,2,197240,29,1996,0,570.6951991125935
64,16,144352,7,2018,0,314.33909932797707
40,22,145818,16,2009,1,312.54791605937885
63,18,102572,12,2013,0,330.61558633708916
60,34,53251,17,2008,1,337.0981747671129
64,39,84821,23,2002,1,393.30284392808045
62,27,83583,27,1998,1,349.03178156626603
35,0,10207,21,2004,0,367.05315242892664
55,17,27757,27,1998,1,360.3483321838696
52,34,147298,9,2016,0,283.4812991707443
68,32,192479,1,2024,1,328.53730320934017
32,11,158278,1,2024,0,325.8545852000318
42,7,151328,26,1999,0,426.98640135970874
72,23,33822,13,2012,0,321.75546937353255
54,15,41340,15,2010,2,467.6962485190866
45,3,183306,6,2019,2,519.1451401161636
27,9,43351,20,2005,1,427.0491441802069
56,26,106311,20,2005,1,368.7269187457883
74,8,179743,23,2002,0,396.85755924637664
34,15,75320,11,2014,0,273.4913621984777
56,11,102565,27,1998,0,379.1236172377139
39,21,166229,22,2003,1,358.47577160709926
43,23,19937,27,1998,0,295.9751848419422
61,13,185362,13,2012,1,497.0995512981722
42,24,177779,24,2001,0,274.541842620133
34,16,11219,3,2022,2,417.3958859379732
30,2,9399,25,2000,0,405.75711071727005
37,19,126733,3,2022,1,359.13718873469315
42,8,158729,17,2008,0,390.18601766196383
21,3,20047,2,2023,0,450.4523111634847
27,9,85693,0,2025,0,259.7998801492626
20,2,100931,16,2009,1,623.9191725570879
58,9,175963,6,2019,2,461.4508012587963
62,18,137852,29,1996,0,343.19358361155827
